supporting_docs,query_length,entity_count,entities,has_comparison,has_inference,complexity_score,complexity_level,index
2,46,5,[],True,False,0.8999999999999999,high,99
2,99,10,[],False,False,0.8,high,100
2,78,10,[],False,False,0.8,high,101
2,92,11,[],False,False,0.8,high,102
2,109,15,[],False,False,0.8999999999999999,high,103
2,146,17,[],False,False,0.8999999999999999,high,104
2,75,10,[],False,False,0.8,high,105
2,66,7,[],False,False,0.8,high,106
2,76,10,[],False,False,0.8,high,107
2,104,11,[],False,False,0.8999999999999999,high,108
2,118,15,[],False,False,0.8999999999999999,high,109
2,90,11,[],False,False,0.8,high,110
2,68,8,[],False,True,1.0,high,111
2,110,12,[],False,False,0.8999999999999999,high,112
2,51,6,[],False,False,0.8,high,113
2,53,5,[],False,False,0.8,high,114
2,84,7,[],True,True,1.0,high,115
2,84,11,[],False,False,0.8,high,116
2,82,8,[],False,False,0.8,high,117
2,50,7,[],False,False,0.8,high,118
2,48,6,[],False,False,0.7,high,119
2,51,7,[],False,False,0.8,high,120
2,100,11,[],False,False,0.8999999999999999,high,121
2,141,16,[],False,False,0.8999999999999999,high,122
2,77,10,[],False,False,0.8,high,123
2,113,14,[],False,False,0.8999999999999999,high,124
2,96,10,[],False,False,0.8,high,125
2,179,17,[],False,False,0.8999999999999999,high,126
2,68,8,[],False,False,0.8,high,127
2,81,8,[],True,False,1.0,high,128
2,86,9,[],False,False,0.8,high,129
2,120,14,[],False,False,0.8999999999999999,high,130
2,69,9,[],False,False,0.8,high,131
2,83,10,[],False,False,0.8,high,132
2,88,10,[],False,False,0.8,high,133
2,198,21,[],True,False,1.0,high,134
2,81,7,[],False,False,0.8,high,135
2,104,13,[],False,False,0.8999999999999999,high,136
2,137,11,[],False,False,0.8999999999999999,high,137
2,94,11,[],False,False,0.8,high,138
2,79,10,[],False,False,0.8,high,139
2,64,7,[],False,False,0.8,high,140
2,64,7,[],False,False,0.8,high,141
2,58,7,[],False,False,0.8,high,142
2,143,16,[],False,False,0.8999999999999999,high,143
2,104,13,[],False,False,0.8999999999999999,high,144
2,49,6,[],False,False,0.7,high,145
2,116,11,[],False,False,0.8999999999999999,high,146
2,105,12,[],False,False,0.8999999999999999,high,147
2,84,8,[],False,False,0.8,high,148
2,136,15,[],False,False,0.8999999999999999,high,149
2,59,7,[],False,False,0.8,high,150
2,238,26,[],True,False,1.0,high,151
2,99,12,[],False,False,0.8,high,152
2,120,11,[],False,True,1.0,high,153
2,48,4,[],False,False,0.6000000000000001,medium,154
2,94,10,[],False,False,0.8,high,155
2,97,10,[],False,False,0.8,high,156
2,76,8,[],False,False,0.8,high,157
2,92,11,[],False,False,0.8,high,158
2,114,14,[],False,False,0.8999999999999999,high,159
2,196,15,[],False,False,0.8999999999999999,high,160
2,91,9,[],False,False,0.8,high,161
2,79,10,[],False,False,0.8,high,162
2,77,9,[],False,False,0.8,high,163
2,46,5,[],False,False,0.7,high,164
2,169,17,[],False,False,0.8999999999999999,high,165
2,48,5,[],False,False,0.7,high,166
2,120,15,[],False,False,0.8999999999999999,high,167
2,109,12,[],False,False,0.8999999999999999,high,168
2,101,11,[],False,False,0.8999999999999999,high,169
2,87,8,[],False,False,0.8,high,170
2,99,8,[],False,False,0.8,high,171
2,85,9,[],False,False,0.8,high,172
2,112,10,[],False,False,0.8999999999999999,high,173
2,142,15,[],False,False,0.8999999999999999,high,174
2,50,6,[],False,False,0.8,high,175
2,112,13,[],False,False,0.8999999999999999,high,176
2,136,16,[],False,False,0.8999999999999999,high,177
2,72,8,[],False,False,0.8,high,178
2,70,10,[],False,False,0.8,high,179
2,78,8,[],False,False,0.8,high,180
2,95,10,[],False,False,0.8,high,181
2,96,11,[],False,False,0.8,high,182
2,117,14,[],False,False,0.8999999999999999,high,183
2,107,12,[],False,True,1.0,high,184
2,241,26,[],False,False,0.8999999999999999,high,185
2,152,16,[],False,True,1.0,high,186
2,124,16,[],False,True,1.0,high,187
2,96,9,[],True,False,1.0,high,188
2,85,12,[],False,False,0.8,high,189
2,96,13,[],False,False,0.8,high,190
2,136,14,[],True,False,1.0,high,191
2,82,7,[],False,False,0.8,high,192
2,149,15,[],False,False,0.8999999999999999,high,193
2,117,12,[],False,False,0.8999999999999999,high,194
2,89,10,[],False,False,0.8,high,195
2,97,13,[],False,False,0.8,high,196
2,75,8,[],False,False,0.8,high,197
2,87,8,[],False,False,0.8,high,198
2,99,11,[],False,False,0.8,high,199
2,99,12,[],False,False,0.8,high,200
2,82,11,[],False,False,0.8,high,201
2,98,10,[],False,False,0.8,high,202
2,151,17,[],False,False,0.8999999999999999,high,203
2,68,9,[],False,False,0.8,high,204
2,66,8,[],False,True,1.0,high,205
2,56,4,[],False,False,0.7,high,206
2,76,6,[],False,False,0.8,high,207
2,86,9,[],True,False,1.0,high,208
2,138,15,[],False,False,0.8999999999999999,high,209
2,93,9,[],False,False,0.8,high,210
2,112,13,[],True,False,1.0,high,211
2,77,9,[],False,False,0.8,high,212
2,117,13,[],False,False,0.8999999999999999,high,213
2,58,7,[],False,False,0.8,high,214
2,87,9,[],False,False,0.8,high,215
2,80,8,[],False,True,1.0,high,216
2,104,12,[],False,False,0.8999999999999999,high,217
2,81,9,[],False,False,0.8,high,218
2,116,12,[],False,False,0.8999999999999999,high,219
2,90,10,[],False,False,0.8,high,220
2,81,10,[],False,False,0.8,high,221
2,65,7,[],True,False,1.0,high,222
2,176,19,[],False,False,0.8999999999999999,high,223
2,83,11,[],False,False,0.8,high,224
2,162,17,[],False,False,0.8999999999999999,high,225
2,56,5,[],False,False,0.8,high,226
2,96,10,[],False,True,1.0,high,227
2,109,12,[],False,False,0.8999999999999999,high,228
2,79,7,[],True,False,1.0,high,229
2,102,10,[],False,False,0.8999999999999999,high,230
2,99,10,[],False,False,0.8,high,231
2,169,15,[],False,False,0.8999999999999999,high,232
2,83,11,[],False,False,0.8,high,233
2,80,8,[],False,False,0.8,high,234
2,104,14,[],False,False,0.8999999999999999,high,235
2,146,16,[],False,False,0.8999999999999999,high,236
2,176,21,[],False,False,0.8999999999999999,high,237
2,134,14,[],False,False,0.8999999999999999,high,238
2,53,6,[],True,False,1.0,high,239
2,130,16,[],False,False,0.8999999999999999,high,240
2,101,11,[],False,False,0.8999999999999999,high,241
2,138,15,[],False,False,0.8999999999999999,high,242
2,100,11,[],False,False,0.8999999999999999,high,243
2,51,7,[],False,False,0.8,high,244
2,91,8,[],False,False,0.8,high,245
2,97,11,[],False,True,1.0,high,246
2,47,5,[],False,False,0.7,high,247
2,76,9,[],True,False,1.0,high,248
2,156,17,[],False,False,0.8999999999999999,high,249
2,98,12,[],False,False,0.8,high,250
2,43,5,[],False,False,0.7,high,251
2,123,11,[],False,False,0.8999999999999999,high,252
2,69,8,[],False,False,0.8,high,253
2,121,12,[],False,True,1.0,high,254
2,92,13,[],False,False,0.8,high,255
2,86,10,[],False,False,0.8,high,256
2,162,16,[],False,True,1.0,high,257
2,112,11,[],False,False,0.8999999999999999,high,258
2,57,6,[],True,False,1.0,high,259
2,97,10,[],False,False,0.8,high,260
2,116,12,[],False,False,0.8999999999999999,high,261
2,68,10,[],False,False,0.8,high,262
2,177,19,[],False,False,0.8999999999999999,high,263
2,123,12,[],False,False,0.8999999999999999,high,264
2,53,6,[],False,False,0.8,high,265
2,156,16,[],False,False,0.8999999999999999,high,266
2,95,12,[],False,False,0.8,high,267
2,141,13,[],False,False,0.8999999999999999,high,268
2,89,11,[],False,False,0.8,high,269
2,100,10,[],False,False,0.8999999999999999,high,270
2,62,7,[],False,False,0.8,high,271
2,100,11,[],False,False,0.8999999999999999,high,272
2,93,10,[],False,True,1.0,high,273
2,161,15,[],False,False,0.8999999999999999,high,274
2,122,13,[],False,True,1.0,high,275
2,55,6,[],True,False,1.0,high,276
2,96,9,[],False,False,0.8,high,277
2,111,12,[],False,False,0.8999999999999999,high,278
2,57,6,[],False,False,0.8,high,279
2,81,9,[],False,False,0.8,high,280
2,126,14,[],False,False,0.8999999999999999,high,281
2,119,13,[],False,False,0.8999999999999999,high,282
2,74,8,[],False,False,0.8,high,283
2,69,7,[],False,False,0.8,high,284
2,46,5,[],True,False,0.8999999999999999,high,285
2,87,12,[],False,False,0.8,high,286
2,99,9,[],False,False,0.8,high,287
2,69,9,[],False,False,0.8,high,288
2,80,9,[],False,False,0.8,high,289
2,86,10,[],False,False,0.8,high,290
2,148,12,[],False,False,0.8999999999999999,high,291
2,87,8,[],False,False,0.8,high,292
2,142,13,[],False,False,0.8999999999999999,high,293
2,97,12,[],False,False,0.8,high,294
2,118,12,[],False,False,0.8999999999999999,high,295
2,114,12,[],True,False,1.0,high,296
2,136,14,[],False,False,0.8999999999999999,high,297
2,152,19,[],True,False,1.0,high,298
2,70,10,[],False,False,0.8,high,299
2,74,9,[],False,False,0.8,high,300
2,90,9,[],False,False,0.8,high,301
2,83,7,[],False,False,0.8,high,302
2,77,10,[],False,False,0.8,high,303
2,81,7,[],False,False,0.8,high,304
2,76,9,[],False,False,0.8,high,305
2,51,8,[],False,False,0.8,high,306
2,145,14,[],False,False,0.8999999999999999,high,307
2,79,7,[],False,False,0.8,high,308
2,64,7,[],False,False,0.8,high,309
2,114,12,[],False,False,0.8999999999999999,high,310
2,69,9,[],True,False,1.0,high,311
2,64,7,[],False,False,0.8,high,312
2,44,4,[],False,False,0.6000000000000001,medium,313
2,136,14,[],False,True,1.0,high,314
2,48,6,[],False,False,0.7,high,315
2,89,10,[],False,False,0.8,high,316
2,94,9,[],False,False,0.8,high,317
2,74,8,[],False,False,0.8,high,318
2,108,12,[],False,False,0.8999999999999999,high,319
2,45,5,[],False,False,0.7,high,320
2,112,11,[],False,False,0.8999999999999999,high,321
2,77,9,[],False,False,0.8,high,322
2,78,10,[],False,False,0.8,high,323
2,177,18,[],False,False,0.8999999999999999,high,324
2,60,6,[],False,False,0.8,high,325
2,100,12,[],False,False,0.8999999999999999,high,326
2,87,12,[],False,False,0.8,high,327
2,81,10,[],False,False,0.8,high,328
2,83,10,[],False,False,0.8,high,329
2,38,4,[],False,False,0.6000000000000001,medium,330
2,123,14,[],False,False,0.8999999999999999,high,331
2,88,10,[],False,True,1.0,high,332
2,98,12,[],False,True,1.0,high,333
2,64,8,[],False,False,0.8,high,334
2,86,10,[],False,False,0.8,high,335
2,71,9,[],False,False,0.8,high,336
2,60,7,[],False,False,0.8,high,337
2,73,8,[],True,False,1.0,high,338
2,95,10,[],False,False,0.8,high,339
2,73,7,[],False,False,0.8,high,340
2,92,11,[],False,False,0.8,high,341
2,86,8,[],False,False,0.8,high,342
2,93,10,[],False,False,0.8,high,343
2,97,12,[],False,False,0.8,high,344
2,73,8,[],False,False,0.8,high,345
2,152,17,[],False,False,0.8999999999999999,high,346
2,78,9,[],False,False,0.8,high,347
2,52,6,[],False,False,0.8,high,348
2,146,14,[],False,False,0.8999999999999999,high,349
2,105,12,[],False,False,0.8999999999999999,high,350
2,67,8,[],False,False,0.8,high,351
2,78,8,[],False,False,0.8,high,352
2,107,12,[],False,False,0.8999999999999999,high,353
2,63,7,[],True,False,1.0,high,354
2,48,5,[],False,False,0.7,high,355
2,105,10,[],False,False,0.8999999999999999,high,356
2,124,12,[],False,False,0.8999999999999999,high,357
2,151,16,[],False,False,0.8999999999999999,high,358
2,97,11,[],False,True,1.0,high,359
2,104,10,[],False,False,0.8999999999999999,high,360
2,58,7,[],False,False,0.8,high,361
2,92,11,[],False,False,0.8,high,362
2,63,8,[],False,False,0.8,high,363
2,93,9,[],False,False,0.8,high,364
2,77,8,[],False,False,0.8,high,365
2,137,17,[],False,False,0.8999999999999999,high,366
2,87,9,[],False,False,0.8,high,367
2,165,19,[],False,False,0.8999999999999999,high,368
2,64,7,[],False,False,0.8,high,369
2,63,9,[],False,False,0.8,high,370
2,79,10,[],False,False,0.8,high,371
2,123,12,[],False,False,0.8999999999999999,high,372
2,70,8,[],False,False,0.8,high,373
2,78,9,[],False,False,0.8,high,374
2,100,12,[],False,True,1.0,high,375
2,100,11,[],False,False,0.8999999999999999,high,376
2,89,9,[],False,False,0.8,high,377
2,93,8,[],False,False,0.8,high,378
2,103,10,[],False,False,0.8999999999999999,high,379
2,66,6,[],False,False,0.8,high,380
2,90,9,[],False,False,0.8,high,381
2,118,13,[],False,False,0.8999999999999999,high,382
2,95,10,[],False,False,0.8,high,383
2,100,11,[],False,False,0.8999999999999999,high,384
2,143,17,[],False,True,1.0,high,385
2,87,10,[],False,False,0.8,high,386
2,73,9,[],False,False,0.8,high,387
2,105,10,[],False,False,0.8999999999999999,high,388
2,99,10,[],False,False,0.8,high,389
2,48,6,[],False,False,0.7,high,390
2,103,12,[],False,False,0.8999999999999999,high,391
2,92,10,[],False,False,0.8,high,392
2,60,7,[],False,False,0.8,high,393
2,82,8,[],False,False,0.8,high,394
2,102,13,[],False,False,0.8999999999999999,high,395
2,124,11,[],False,False,0.8999999999999999,high,396
2,77,12,[],True,False,1.0,high,397
2,121,14,[],False,False,0.8999999999999999,high,398
2,104,11,[],False,False,0.8999999999999999,high,399
2,144,14,[],False,False,0.8999999999999999,high,400
2,68,9,[],False,False,0.8,high,401
2,66,9,[],False,False,0.8,high,402
2,105,11,[],False,False,0.8999999999999999,high,403
2,94,11,[],False,False,0.8,high,404
2,80,7,[],False,False,0.8,high,405
2,50,6,[],True,False,1.0,high,406
2,76,8,[],False,False,0.8,high,407
2,73,8,[],False,True,1.0,high,408
2,101,8,[],False,False,0.8999999999999999,high,409
2,65,7,[],True,False,1.0,high,410
2,113,12,[],False,False,0.8999999999999999,high,411
2,70,7,[],False,False,0.8,high,412
2,85,9,[],False,False,0.8,high,413
2,143,18,[],False,False,0.8999999999999999,high,414
2,62,8,[],False,False,0.8,high,415
2,112,12,[],False,True,1.0,high,416
2,66,8,[],True,False,1.0,high,417
2,103,10,[],False,False,0.8999999999999999,high,418
2,90,9,[],False,False,0.8,high,419
2,85,10,[],False,False,0.8,high,420
2,74,8,[],False,False,0.8,high,421
2,97,10,[],False,True,1.0,high,422
2,106,11,[],False,False,0.8999999999999999,high,423
2,72,7,[],False,False,0.8,high,424
2,80,9,[],False,False,0.8,high,425
2,92,10,[],True,False,1.0,high,426
2,86,9,[],False,True,1.0,high,427
2,76,8,[],False,False,0.8,high,428
2,67,8,[],False,False,0.8,high,429
2,64,8,[],False,False,0.8,high,430
2,104,11,[],False,False,0.8999999999999999,high,431
2,62,7,[],True,False,1.0,high,432
2,59,7,[],True,False,1.0,high,433
2,98,11,[],False,False,0.8,high,434
2,64,6,[],False,True,1.0,high,435
2,57,7,[],False,False,0.8,high,436
2,152,18,[],False,False,0.8999999999999999,high,437
2,111,12,[],False,False,0.8999999999999999,high,438
2,108,13,[],False,False,0.8999999999999999,high,439
2,71,9,[],False,False,0.8,high,440
2,103,10,[],False,False,0.8999999999999999,high,441
2,74,8,[],False,False,0.8,high,442
2,79,9,[],False,False,0.8,high,443
2,74,9,[],False,False,0.8,high,444
2,70,8,[],False,False,0.8,high,445
2,127,13,[],False,False,0.8999999999999999,high,446
2,138,15,[],False,False,0.8999999999999999,high,447
2,101,11,[],False,False,0.8999999999999999,high,448
2,165,18,[],True,False,1.0,high,449
2,86,9,[],False,False,0.8,high,450
2,98,9,[],False,False,0.8,high,451
2,122,14,[],False,False,0.8999999999999999,high,452
2,70,7,[],False,False,0.8,high,453
2,63,7,[],False,False,0.8,high,454
2,91,12,[],False,False,0.8,high,455
2,46,4,[],False,False,0.6000000000000001,medium,456
2,80,10,[],False,False,0.8,high,457
2,77,9,[],False,False,0.8,high,458
2,119,14,[],False,False,0.8999999999999999,high,459
2,50,6,[],False,False,0.8,high,460
2,133,16,[],False,False,0.8999999999999999,high,461
2,69,10,[],False,False,0.8,high,462
2,70,10,[],False,False,0.8,high,463
2,85,12,[],False,False,0.8,high,464
2,87,10,[],False,False,0.8,high,465
2,43,3,[],False,True,0.8,high,466
2,72,8,[],False,False,0.8,high,467
2,61,8,[],False,False,0.8,high,468
2,118,14,[],False,False,0.8999999999999999,high,469
2,86,11,[],False,False,0.8,high,470
2,110,12,[],False,False,0.8999999999999999,high,471
2,70,9,[],False,False,0.8,high,472
2,84,9,[],False,False,0.8,high,473
2,79,9,[],False,False,0.8,high,474
2,79,9,[],False,False,0.8,high,475
2,92,12,[],False,False,0.8,high,476
2,56,6,[],False,False,0.8,high,477
2,78,8,[],False,False,0.8,high,478
2,104,10,[],False,False,0.8999999999999999,high,479
2,108,13,[],False,False,0.8999999999999999,high,480
2,54,7,[],False,False,0.8,high,481
2,85,8,[],False,True,1.0,high,482
2,57,6,[],True,False,1.0,high,483
2,119,12,[],False,False,0.8999999999999999,high,484
2,100,13,[],False,False,0.8999999999999999,high,485
2,64,8,[],False,False,0.8,high,486
2,107,11,[],False,False,0.8999999999999999,high,487
2,79,9,[],False,False,0.8,high,488
2,123,13,[],False,True,1.0,high,489
2,155,14,[],False,False,0.8999999999999999,high,490
2,63,8,[],False,False,0.8,high,491
2,77,8,[],False,False,0.8,high,492
2,144,13,[],False,False,0.8999999999999999,high,493
2,102,13,[],False,False,0.8999999999999999,high,494
2,93,11,[],False,True,1.0,high,495
2,108,12,[],False,False,0.8999999999999999,high,496
2,94,10,[],False,False,0.8,high,497
2,75,9,[],False,False,0.8,high,498
2,58,8,[],False,False,0.8,high,499
2,64,6,[],False,False,0.8,high,500
2,125,11,[],False,False,0.8999999999999999,high,501
2,84,9,[],False,False,0.8,high,502
2,141,12,[],False,False,0.8999999999999999,high,503
2,123,12,[],False,False,0.8999999999999999,high,504
2,114,14,[],False,False,0.8999999999999999,high,505
2,72,6,[],False,False,0.8,high,506
2,145,14,[],False,False,0.8999999999999999,high,507
2,103,11,[],False,False,0.8999999999999999,high,508
2,58,6,[],False,False,0.8,high,509
2,87,8,[],False,False,0.8,high,510
2,93,9,[],False,False,0.8,high,511
2,133,14,[],False,False,0.8999999999999999,high,512
2,69,8,[],False,False,0.8,high,513
2,92,12,[],False,False,0.8,high,514
2,87,11,[],False,False,0.8,high,515
2,71,8,[],False,False,0.8,high,516
2,99,12,[],False,False,0.8,high,517
2,88,8,[],False,False,0.8,high,518
2,121,12,[],False,False,0.8999999999999999,high,519
2,92,10,[],False,False,0.8,high,520
2,127,11,[],False,False,0.8999999999999999,high,521
2,55,6,[],False,False,0.8,high,522
2,118,13,[],False,False,0.8999999999999999,high,523
2,73,8,[],False,False,0.8,high,524
2,54,5,[],False,False,0.8,high,525
2,115,13,[],False,False,0.8999999999999999,high,526
2,90,9,[],False,False,0.8,high,527
2,51,7,[],False,False,0.8,high,528
2,65,8,[],False,False,0.8,high,529
2,80,9,[],False,False,0.8,high,530
2,76,7,[],True,False,1.0,high,531
2,90,10,[],False,False,0.8,high,532
2,193,21,[],False,False,0.8999999999999999,high,533
2,180,21,[],False,False,0.8999999999999999,high,534
2,79,8,[],True,False,1.0,high,535
2,108,11,[],False,False,0.8999999999999999,high,536
2,91,13,[],False,False,0.8,high,537
2,104,11,[],False,False,0.8999999999999999,high,538
2,121,14,[],False,False,0.8999999999999999,high,539
2,98,13,[],False,False,0.8,high,540
2,106,10,[],False,False,0.8999999999999999,high,541
2,69,8,[],False,False,0.8,high,542
2,124,13,[],False,False,0.8999999999999999,high,543
2,59,6,[],False,False,0.8,high,544
2,59,7,[],False,False,0.8,high,545
2,106,10,[],False,False,0.8999999999999999,high,546
2,85,9,[],False,False,0.8,high,547
2,105,11,[],False,False,0.8999999999999999,high,548
2,100,12,[],False,False,0.8999999999999999,high,549
2,192,21,[],False,False,0.8999999999999999,high,550
2,90,9,[],False,False,0.8,high,551
2,46,5,[],False,False,0.7,high,552
2,107,9,[],False,False,0.8999999999999999,high,553
2,47,4,[],False,False,0.6000000000000001,medium,554
2,60,8,[],False,False,0.8,high,555
2,69,6,[],True,False,1.0,high,556
2,52,6,[],False,False,0.8,high,557
2,48,5,[],True,False,0.8999999999999999,high,558
2,103,9,[],False,False,0.8999999999999999,high,559
2,116,12,[],False,False,0.8999999999999999,high,560
2,54,6,[],False,False,0.8,high,561
2,134,14,[],False,False,0.8999999999999999,high,562
2,83,10,[],False,False,0.8,high,563
2,68,6,[],False,False,0.8,high,564
2,44,5,[],False,False,0.7,high,565
2,184,19,[],False,False,0.8999999999999999,high,566
2,75,9,[],False,False,0.8,high,567
2,79,10,[],False,False,0.8,high,568
2,189,19,[],False,False,0.8999999999999999,high,569
2,135,15,[],False,False,0.8999999999999999,high,570
2,109,9,[],False,False,0.8999999999999999,high,571
2,90,11,[],False,False,0.8,high,572
2,136,14,[],False,False,0.8999999999999999,high,573
2,69,7,[],False,False,0.8,high,574
2,191,20,[],False,False,0.8999999999999999,high,575
2,80,9,[],False,False,0.8,high,576
2,146,13,[],False,False,0.8999999999999999,high,577
2,115,13,[],False,False,0.8999999999999999,high,578
2,117,14,[],False,False,0.8999999999999999,high,579
2,111,12,[],False,False,0.8999999999999999,high,580
2,53,5,[],False,False,0.8,high,581
2,94,9,[],False,False,0.8,high,582
2,69,8,[],False,False,0.8,high,583
2,98,10,[],False,False,0.8,high,584
2,129,13,[],False,False,0.8999999999999999,high,585
2,217,22,[],False,False,0.8999999999999999,high,586
2,77,7,[],False,False,0.8,high,587
2,91,10,[],False,False,0.8,high,588
2,99,11,[],False,False,0.8,high,589
2,178,19,[],False,False,0.8999999999999999,high,590
2,96,10,[],False,False,0.8,high,591
2,113,14,[],False,False,0.8999999999999999,high,592
2,97,12,[],False,False,0.8,high,593
2,65,8,[],False,False,0.8,high,594
2,55,6,[],False,False,0.8,high,595
2,78,9,[],False,False,0.8,high,596
2,122,12,[],False,False,0.8999999999999999,high,597
2,100,11,[],False,False,0.8999999999999999,high,598
2,101,11,[],False,False,0.8999999999999999,high,599
2,85,9,[],False,False,0.8,high,600
2,66,9,[],False,False,0.8,high,601
2,91,10,[],False,False,0.8,high,602
2,126,13,[],False,False,0.8999999999999999,high,603
2,153,16,[],False,False,0.8999999999999999,high,604
2,79,6,[],True,False,1.0,high,605
2,80,9,[],False,False,0.8,high,606
2,135,15,[],False,False,0.8999999999999999,high,607
2,87,10,[],False,False,0.8,high,608
2,49,5,[],True,False,0.8999999999999999,high,609
2,49,5,[],False,False,0.7,high,610
2,72,7,[],False,False,0.8,high,611
2,60,6,[],False,False,0.8,high,612
2,64,7,[],False,False,0.8,high,613
2,129,14,[],False,False,0.8999999999999999,high,614
2,124,14,[],False,True,1.0,high,615
2,169,18,[],False,False,0.8999999999999999,high,616
2,87,9,[],False,True,1.0,high,617
2,118,13,[],False,False,0.8999999999999999,high,618
2,62,8,[],False,False,0.8,high,619
2,76,9,[],False,False,0.8,high,620
2,145,16,[],False,False,0.8999999999999999,high,621
2,77,10,[],False,False,0.8,high,622
2,113,13,[],False,False,0.8999999999999999,high,623
2,64,6,[],False,False,0.8,high,624
2,41,5,[],False,False,0.7,high,625
2,85,9,[],False,False,0.8,high,626
2,81,10,[],False,False,0.8,high,627
2,101,11,[],False,False,0.8999999999999999,high,628
2,110,9,[],False,False,0.8999999999999999,high,629
2,145,16,[],False,False,0.8999999999999999,high,630
2,84,6,[],False,False,0.8,high,631
2,124,13,[],False,False,0.8999999999999999,high,632
2,101,12,[],False,False,0.8999999999999999,high,633
2,91,9,[],False,False,0.8,high,634
2,118,13,[],False,False,0.8999999999999999,high,635
2,110,13,[],False,False,0.8999999999999999,high,636
2,130,12,[],False,False,0.8999999999999999,high,637
